supplier_reliability,demand_level,transport_delay,weather_impact,inventory_level,risk_score,risk_level
82.12,43.88,0.74,0.65,68.8,24.81,0
74.47,38.39,5.53,7.83,56.61,50.65,2
59.36,68.03,16.11,1.36,49.97,69.2,2
62.74,48.1,5.97,2.72,78.22,51.5,2
85.32,24.05,8.13,2.41,82.67,35.98,0
62.59,35.53,2.75,1.35,36.87,47.19,1
69.67,0.0,0.51,0.55,78.21,8.57,0
78.92,40.11,0.92,1.43,47.86,28.36,0
75.07,50.75,20.27,2.28,42.81,70.55,2
91.13,47.28,3.4,1.23,56.93,38.81,1
88.97,89.6,0.06,0.17,79.83,33.51,0
68.31,61.5,15.55,0.04,66.19,49.92,2
67.3,60.61,3.44,0.79,65.65,36.81,0
69.06,17.13,9.05,0.33,67.05,36.21,0
78.92,42.71,3.98,4.73,69.35,40.1,1
70.19,40.27,0.54,0.39,57.72,25.24,0
81.28,34.28,4.78,1.0,72.64,27.88,0
82.43,34.0,29.76,2.49,46.81,75.21,2
76.93,13.84,0.18,3.38,73.02,19.07,0
74.64,24.48,9.22,1.3,77.14,40.3,1
71.01,67.48,1.34,0.4,73.98,31.59,0
59.9,47.14,2.5,0.63,75.02,33.78,0
73.93,39.87,2.33,1.09,69.3,35.32,0
44.55,49.89,11.45,0.91,83.47,51.24,2
89.96,73.35,3.51,0.86,14.57,50.75,2
64.74,50.08,2.96,0.28,77.07,27.69,0
89.72,60.81,8.52,4.89,99.51,45.55,1
55.24,33.07,0.25,0.06,47.56,36.91,0
69.73,37.63,0.45,1.16,45.33,28.85,0
69.71,57.08,0.11,7.86,85.73,45.12,1
61.43,87.85,5.82,2.16,41.47,58.58,2
91.7,78.6,3.73,0.88,46.67,41.64,1
61.14,61.66,10.44,0.32,63.4,53.21,2
63.12,53.03,3.45,6.64,44.02,52.74,2
67.86,78.02,1.25,0.03,77.5,35.3,0
81.82,65.89,8.18,2.29,44.18,59.03,2
79.05,4.13,1.74,4.24,67.21,32.37,0
60.45,28.92,13.72,0.05,65.69,50.64,2
67.63,56.76,1.44,2.58,93.28,32.9,0
90.79,14.26,0.92,10.0,83.31,46.69,1
78.46,32.05,3.4,2.04,49.41,39.94,1
68.41,36.0,0.26,1.07,34.71,34.79,0
70.42,44.88,0.19,4.15,76.76,36.5,0
78.19,44.25,3.43,1.62,46.93,35.1,0
58.67,44.22,1.21,2.77,53.29,43.5,1
68.77,66.51,0.05,1.77,38.8,45.7,1
38.25,44.7,1.76,0.08,73.58,41.32,1
61.53,42.31,3.24,0.48,47.07,37.86,1
93.22,23.02,2.51,0.16,59.3,12.73,0
51.12,70.49,0.73,0.23,59.61,43.23,1
15.67,36.57,4.33,0.03,63.67,51.82,2
43.19,28.26,6.2,1.09,73.23,36.59,0
48.68,54.26,5.63,0.39,55.14,46.9,1
71.94,34.66,2.5,3.87,45.17,48.19,2
40.49,39.48,0.74,2.77,22.81,45.19,1
50.09,55.17,3.46,1.7,62.05,44.38,1
85.83,43.47,11.06,1.34,56.86,51.12,2
82.1,96.23,3.16,0.59,45.79,47.28,2
65.58,48.5,1.09,1.29,61.25,32.43,0
45.32,62.36,0.49,2.05,77.12,42.39,1
77.78,11.17,14.41,3.05,82.24,46.37,1
88.68,32.79,6.79,0.17,29.3,35.33,0
89.75,28.26,1.88,2.47,52.78,31.55,0
69.92,30.91,1.75,2.72,79.22,31.5,0
83.45,58.31,11.28,1.64,91.92,43.76,1
59.17,70.71,0.98,0.48,43.65,47.17,1
61.58,56.89,3.83,1.55,87.57,36.38,0
83.53,45.47,6.25,1.4,33.0,37.85,1
84.11,37.38,2.52,1.29,82.97,26.91,0
65.51,72.27,0.2,1.23,54.36,40.27,1
48.29,91.43,1.29,0.23,91.26,40.4,1
82.28,52.7,11.6,0.4,50.72,49.4,2
82.66,68.79,3.7,0.2,53.8,44.09,1
83.66,56.87,8.45,0.56,57.33,40.94,1
34.42,65.11,4.06,0.61,29.26,57.75,2
96.59,26.71,14.38,0.56,24.75,39.81,1
83.23,40.24,11.99,0.47,70.2,39.11,1
80.17,57.91,3.3,2.66,79.77,37.17,0
87.21,74.25,1.92,3.41,72.15,39.28,1
86.95,33.64,4.6,0.79,34.92,32.41,0
88.95,9.33,5.62,0.73,69.6,25.6,0
57.04,40.03,3.45,3.72,40.2,49.61,2
93.04,70.2,8.64,1.96,68.15,56.8,2
80.47,18.32,1.01,0.69,82.63,18.21,0
67.56,26.46,2.04,2.5,67.35,18.45,0
68.02,53.12,5.8,0.84,89.37,30.25,0
88.13,47.68,1.42,1.77,57.0,33.28,0
66.15,61.89,2.9,9.82,55.67,60.18,2
80.28,25.43,16.58,0.72,61.35,43.77,1
79.88,43.5,4.92,5.33,33.15,44.79,1
66.86,73.9,14.89,0.77,51.94,59.91,2
89.19,26.14,6.41,1.55,53.7,33.51,0
94.95,79.54,6.45,1.23,54.32,45.22,1
69.29,28.65,4.48,3.06,65.37,32.57,0
84.91,66.99,0.77,0.13,30.39,40.69,1
79.66,42.54,3.67,1.97,37.09,33.79,0
78.1,27.1,1.46,2.86,82.64,28.34,0
98.81,40.06,30.0,1.28,19.86,76.28,2
85.35,60.9,1.55,0.22,72.33,23.37,0
49.13,49.86,1.31,0.56,52.53,35.33,0
90.42,72.37,4.89,2.28,63.2,43.26,1
67.91,78.71,3.58,4.52,91.16,44.93,1
75.77,26.34,0.11,1.1,57.38,24.32,0
67.4,24.87,0.69,1.64,72.51,30.08,0
60.1,23.9,8.33,0.52,61.17,41.9,1
68.47,32.02,3.31,1.06,57.81,28.94,0
74.62,72.08,0.79,0.82,55.34,37.54,0
92.95,61.21,3.13,2.13,74.02,27.96,0
86.17,39.1,1.46,8.36,45.37,52.29,2
48.21,49.78,1.27,3.36,37.36,58.48,2
69.43,78.09,15.82,0.43,61.49,56.96,2
76.45,88.16,2.25,1.72,63.86,43.86,1
52.25,55.19,0.24,0.14,23.52,48.71,2
65.0,0.0,17.59,0.57,59.79,46.46,1
96.23,55.95,7.92,0.38,35.46,43.66,1
94.36,68.69,1.47,0.82,72.54,28.86,0
68.56,54.49,2.63,2.27,23.93,42.61,1
73.72,64.53,9.91,1.38,98.5,43.24,1
72.57,57.14,2.21,5.4,53.24,54.33,2
71.34,25.31,4.19,0.48,42.7,35.44,0
66.6,32.28,3.83,0.91,54.34,43.34,1
70.56,43.58,2.56,0.8,71.13,22.49,0
67.95,71.31,5.1,0.54,77.81,42.77,1
52.67,34.68,3.21,9.97,54.51,58.47,2
82.01,59.12,0.11,0.98,31.23,32.16,0
54.82,56.07,8.42,5.64,35.75,73.83,2
43.94,81.72,0.6,0.99,65.73,46.2,1
84.98,49.17,3.12,0.46,79.75,24.91,0
78.83,14.9,4.34,0.25,82.35,22.46,0
48.61,62.94,6.11,3.87,63.36,46.56,1
83.01,92.76,2.64,0.07,79.35,43.32,1
86.95,64.25,6.65,6.67,98.25,56.5,2
33.16,34.25,0.7,1.08,83.81,40.19,1
67.66,28.36,5.3,0.57,78.44,32.53,0
59.23,30.94,8.75,1.92,43.87,48.04,2
76.18,90.07,11.01,0.29,79.25,45.67,1
82.88,43.45,4.33,0.15,69.22,35.0,0
76.38,36.75,1.88,3.52,73.01,37.86,1
60.07,46.83,0.89,1.11,85.22,33.0,0
86.85,43.66,2.12,1.46,67.17,29.92,0
78.61,81.35,3.88,0.39,57.95,43.46,1
59.93,29.71,1.09,0.13,38.6,31.05,0
87.32,73.61,15.24,0.92,54.07,69.05,2
87.29,52.44,11.37,1.41,64.26,43.23,1
34.73,74.14,0.17,2.9,65.55,50.37,2
89.37,81.65,4.13,1.39,64.88,45.9,1
72.04,51.7,7.79,3.05,79.19,44.64,1
28.87,43.7,1.41,0.25,77.31,39.43,1
64.18,51.32,3.71,0.13,58.76,44.8,1
78.49,48.1,2.6,0.35,43.05,38.03,1
83.48,16.86,1.09,2.96,67.67,28.32,0
89.01,81.05,4.77,2.85,100.0,30.75,0
62.47,54.92,25.33,0.3,66.42,72.46,2
94.01,26.74,2.27,0.06,54.08,16.2,0
93.09,8.65,4.02,2.31,70.72,19.62,0
81.3,3.45,1.99,3.87,71.91,25.61,0
88.94,65.41,10.48,2.81,71.69,47.88,2
41.17,37.62,10.0,0.45,87.46,48.96,2
86.22,40.9,0.98,1.75,67.72,30.53,0
74.77,59.76,11.51,2.83,86.51,53.78,2
69.18,39.68,0.82,0.59,64.6,22.23,0
74.86,60.93,0.5,1.5,90.25,41.04,1
35.8,51.91,5.29,0.76,84.13,45.11,1
65.64,48.32,2.44,0.51,78.44,37.7,0
93.41,18.54,3.78,6.99,75.78,22.02,0
35.75,33.61,5.29,4.87,100.0,46.46,1
87.15,62.05,0.27,1.18,81.53,19.11,0
88.04,36.36,1.73,0.29,43.01,23.1,0
60.1,74.11,3.09,2.6,64.92,48.91,2
82.01,96.93,1.55,0.59,54.71,40.82,1
67.24,63.13,0.25,0.37,100.0,33.48,0
58.98,79.86,0.45,0.96,85.03,47.19,1
74.34,64.41,8.09,1.51,100.0,34.88,0
62.3,39.31,12.12,0.21,44.8,48.43,2
71.18,54.0,0.83,1.7,82.03,26.06,0
84.63,90.27,1.43,0.03,32.71,48.64,2
71.81,39.53,5.28,4.45,28.16,52.55,2
69.77,29.21,15.43,5.07,52.06,61.94,2
65.18,27.32,1.78,2.64,90.25,30.06,0
54.92,45.65,9.66,1.26,40.15,52.99,2
87.74,29.93,3.53,0.59,59.66,21.71,0
83.66,83.48,15.68,2.73,83.78,59.61,2
83.52,54.33,0.73,5.37,76.93,36.33,0
63.85,69.43,18.19,0.35,100.0,58.08,2
73.03,44.03,2.91,1.25,60.07,26.42,0
94.58,27.2,15.28,0.76,51.17,43.94,1
78.77,23.81,3.07,0.88,38.11,28.06,0
77.46,31.84,3.78,1.04,52.64,33.22,0
85.92,56.95,8.17,6.06,37.93,62.82,2
81.37,60.4,6.41,0.6,24.07,44.21,1
78.39,62.06,4.83,1.36,99.27,38.77,1
87.64,20.23,2.7,6.05,60.98,27.04,0
84.93,49.99,7.86,1.29,100.0,39.76,1
89.17,29.48,14.8,3.98,43.21,60.34,2
79.45,58.03,0.05,0.12,51.42,26.33,0
50.86,59.58,4.43,6.12,44.49,58.29,2
84.24,26.56,10.05,0.42,47.18,30.57,0
78.9,69.36,5.29,7.82,77.47,60.27,2
35.28,96.78,8.07,0.39,71.33,60.76,2
64.35,66.7,11.27,1.18,77.51,49.7,2
44.37,46.74,6.95,0.74,86.85,37.66,0
72.08,43.67,6.31,1.14,82.15,44.23,1
68.21,45.82,16.73,0.58,39.83,54.69,2
59.2,34.79,9.96,6.72,49.52,62.9,2
51.15,55.05,8.45,0.73,62.43,51.51,2
89.33,27.23,0.45,2.12,100.0,13.99,0
54.14,12.21,1.37,0.3,75.45,21.5,0
64.83,54.39,4.07,3.48,62.13,44.67,1
83.81,50.42,6.18,1.56,73.47,38.78,1
87.61,38.58,1.81,7.77,47.94,44.17,1
85.32,24.35,0.49,1.1,65.25,29.06,0
94.87,55.79,1.86,0.43,79.09,19.67,0
45.04,30.2,7.37,0.85,59.42,49.1,2
83.08,47.22,10.49,2.67,44.87,41.55,1
36.02,85.3,12.2,2.15,58.44,68.63,2
70.76,63.02,2.38,3.01,53.61,40.83,1
87.94,22.62,2.33,0.15,32.86,21.06,0
56.83,24.5,2.61,1.74,48.57,39.04,1
85.17,53.04,2.36,5.38,32.14,47.72,2
94.22,22.49,5.49,0.23,35.26,17.71,0
50.27,9.97,2.22,0.2,37.18,43.77,1
76.6,60.65,0.1,2.52,79.07,33.71,0
70.69,56.42,2.89,0.76,89.78,31.18,0
98.08,59.01,1.27,2.15,29.28,43.3,1
67.07,55.26,0.15,1.58,91.6,34.48,0
45.04,48.69,3.18,8.55,37.47,65.82,2
82.23,36.76,1.15,4.4,74.94,22.49,0
95.91,60.32,3.01,2.27,65.17,36.28,0
94.52,80.6,1.63,0.61,72.72,26.39,0
53.22,39.98,4.63,0.61,36.69,51.35,2
60.44,29.59,23.48,4.28,23.75,76.56,2
42.92,27.3,3.96,1.76,43.94,43.24,1
81.01,32.67,5.2,3.11,68.54,29.03,0
85.73,54.05,12.58,1.2,99.14,33.52,0
55.31,7.21,2.34,0.22,39.41,30.84,0
89.83,58.78,0.91,0.81,58.02,28.52,0
77.92,62.88,1.66,0.35,45.02,34.33,0
86.96,14.04,2.58,3.04,59.66,37.23,0
57.59,30.42,5.18,2.41,21.38,52.87,2
53.64,51.59,0.02,0.19,89.96,29.36,0
78.74,47.13,9.6,1.94,60.48,31.53,0
86.97,60.39,0.4,4.15,78.34,38.42,1
70.73,47.18,11.55,2.39,55.36,67.77,2
93.15,75.3,14.92,1.43,63.81,53.14,2
85.52,43.58,23.08,0.75,82.58,51.15,2
91.4,30.34,8.29,4.36,62.63,41.8,1
96.36,28.73,0.76,1.1,63.35,12.34,0
89.77,64.71,6.12,3.87,44.12,51.59,2
80.03,50.59,1.14,3.06,49.31,45.62,1
44.93,62.67,11.37,3.39,39.74,66.41,2
96.4,62.26,1.9,9.17,45.24,50.18,2
56.81,9.6,1.98,2.76,85.02,27.83,0
65.48,27.2,12.48,0.07,96.17,34.31,0
54.79,29.59,0.07,0.46,35.05,27.64,0
68.94,33.68,1.08,0.07,67.9,24.03,0
59.38,41.59,2.74,0.42,53.65,34.08,0
76.22,69.98,6.03,0.13,87.94,43.24,1
85.04,73.97,5.21,1.39,62.7,47.52,2
75.12,44.14,5.53,0.06,59.85,41.96,1
59.46,44.97,10.6,1.28,45.1,57.49,2
88.81,35.89,0.65,4.58,29.36,39.91,1
89.87,51.78,3.69,2.76,75.22,29.01,0
45.42,54.05,6.46,5.76,67.06,67.21,2
78.08,66.13,5.05,0.51,67.55,40.21,1
91.6,65.97,2.97,1.51,48.01,31.42,0
66.8,3.96,0.09,0.77,57.08,17.01,0
74.9,46.95,0.31,1.36,75.82,21.66,0
76.9,77.68,0.63,1.63,79.64,25.18,0
67.65,41.24,2.1,0.07,36.43,38.01,1
78.12,72.78,0.63,0.53,47.33,31.37,0
80.24,43.87,2.78,2.44,32.2,36.94,0
95.91,53.5,0.98,2.96,64.03,30.88,0
78.84,27.26,7.55,1.69,77.69,32.23,0
95.66,28.02,10.26,0.63,54.43,30.82,0
61.6,64.51,2.47,1.04,46.74,52.19,2
76.89,67.64,3.58,0.2,53.29,31.43,0
73.5,50.53,15.34,6.12,100.0,51.48,2
83.33,25.45,3.83,4.06,83.84,32.79,0
63.89,50.88,26.57,0.14,74.62,65.69,2
93.52,75.14,0.77,0.36,66.4,26.18,0
79.81,84.86,9.91,1.74,59.75,49.14,2
62.33,43.67,3.44,0.53,41.87,42.02,1
54.26,16.8,0.11,5.45,38.77,45.09,1
52.27,66.81,17.92,2.82,48.64,75.81,2
50.17,44.48,16.77,0.64,40.92,61.72,2
56.06,68.86,2.42,0.01,47.84,40.73,1
87.39,55.62,15.41,3.21,57.96,56.43,2
54.8,32.33,0.76,1.1,59.49,38.48,1
78.25,51.16,5.7,2.06,47.59,51.33,2
53.9,76.17,1.07,0.68,69.9,47.74,2
68.11,47.02,1.42,0.31,56.22,35.5,0
68.9,29.3,7.56,2.25,64.29,45.66,1
65.07,18.23,2.37,1.2,45.11,26.65,0
70.05,34.56,0.04,0.54,73.86,20.68,0
75.41,41.8,2.67,0.3,49.3,35.34,0
73.99,66.4,1.29,1.74,92.17,31.66,0
84.56,27.58,5.75,2.59,55.5,37.21,0
55.79,81.08,1.08,0.67,58.11,50.1,2
79.54,23.26,9.23,2.66,71.87,42.19,1
79.49,96.63,1.55,0.4,76.24,32.95,0
76.8,84.51,2.5,0.83,78.39,38.28,1
54.29,52.82,1.77,2.73,95.51,32.7,0
86.55,17.05,5.16,2.16,73.24,22.9,0
57.71,48.89,0.53,0.63,58.66,27.0,0
91.06,42.26,3.25,0.26,49.41,29.56,0
73.56,24.51,2.04,0.09,57.32,16.94,0
74.28,55.82,10.78,3.64,89.68,50.97,2
59.59,33.53,0.38,0.16,32.26,41.81,1
91.33,35.7,8.85,0.24,43.62,39.34,1
57.84,45.93,0.92,0.54,55.62,36.0,0
88.48,38.5,0.46,1.18,43.35,35.73,0
52.95,91.56,1.13,3.12,51.82,57.77,2
80.65,39.29,0.54,0.57,96.12,14.32,0
78.31,58.82,3.68,1.57,54.04,40.47,1
62.27,52.91,22.2,0.19,68.23,74.48,2
30.71,57.06,0.17,1.25,26.84,47.6,2
51.19,58.58,3.09,0.39,37.95,40.41,1
60.3,67.63,2.44,0.47,78.65,41.01,1
94.63,55.33,2.07,0.91,93.36,21.05,0
78.69,54.5,2.02,2.87,64.43,34.66,0
67.12,51.17,11.27,2.73,53.88,49.3,2
89.78,47.23,0.1,1.07,69.92,13.96,0
80.73,31.76,7.46,0.25,8.05,36.65,0
64.01,48.78,1.46,0.66,64.58,41.98,1
63.88,54.83,2.42,1.41,39.08,43.83,1
67.29,58.04,2.72,4.07,75.88,33.6,0
79.33,53.61,1.82,6.9,16.15,62.27,2
40.1,45.34,0.49,2.03,47.43,51.8,2
86.93,48.86,0.61,0.86,59.18,33.52,0
79.32,38.93,1.77,2.36,44.76,33.44,0
71.82,56.26,8.62,0.82,52.49,45.67,1
65.39,45.58,0.72,1.96,78.09,32.84,0
69.43,53.61,6.79,0.56,59.51,49.25,2
66.71,70.02,1.7,0.62,41.39,40.55,1
60.95,35.81,10.75,0.16,78.81,37.65,0
45.64,61.93,2.8,1.09,65.02,49.18,2
90.12,50.66,0.94,1.93,65.85,34.73,0
79.58,90.42,21.29,3.11,42.15,79.75,2
77.8,45.67,0.97,3.33,9.05,49.39,2
85.62,63.9,4.19,9.77,41.88,63.19,2
67.27,50.31,4.21,0.18,39.84,39.95,1
71.88,22.23,2.33,1.36,47.73,27.2,0
51.5,39.59,15.13,1.47,43.16,56.42,2
57.1,67.61,9.29,3.26,62.25,56.34,2
75.88,41.35,8.85,0.62,77.62,32.0,0
83.37,5.59,18.28,0.14,81.52,39.28,1
55.3,49.37,3.05,0.75,76.74,42.96,1
99.08,28.15,0.51,8.26,42.05,41.35,1
94.44,52.64,7.25,4.59,61.18,40.35,1
62.85,81.02,2.4,1.01,91.3,43.53,1
84.0,65.39,1.06,4.18,28.31,49.0,2
75.3,80.73,3.3,0.07,86.96,37.79,1
58.43,38.77,13.0,0.75,40.08,52.94,2
59.9,47.14,0.94,2.6,65.88,44.2,1
80.73,29.11,9.44,0.5,68.26,40.46,1
80.32,36.32,2.71,0.44,63.8,26.47,0
59.94,31.46,0.74,3.96,100.0,34.48,0
75.17,23.87,9.43,1.91,53.98,47.06,1
90.48,77.32,17.47,9.02,27.21,83.18,2
69.79,8.16,1.72,0.29,67.13,20.58,0
74.19,77.4,1.81,0.88,56.6,41.09,1
67.1,74.92,2.48,0.75,71.1,34.47,0
83.82,60.0,8.41,4.24,77.64,49.76,2
65.54,27.71,0.05,0.59,59.33,32.07,0
37.79,18.36,1.27,0.87,68.73,32.87,0
93.31,39.03,6.12,0.31,62.88,30.84,0
55.94,62.5,2.6,2.99,95.84,48.04,2
47.48,50.06,2.0,0.54,52.59,40.09,1
79.2,29.13,10.29,0.14,46.26,41.86,1
51.12,72.96,12.46,1.14,77.61,56.09,2
90.76,83.69,14.78,0.99,41.42,57.08,2
66.26,45.47,1.59,0.39,67.84,32.99,0
91.33,52.19,12.18,0.29,56.61,44.52,1
46.66,19.82,6.68,4.54,57.97,53.5,2
69.56,41.71,0.84,0.14,100.0,21.55,0
85.15,60.21,4.71,0.21,84.68,32.49,0
76.47,57.1,0.13,0.56,80.43,35.18,0
51.95,39.85,6.16,6.11,70.61,60.07,2
78.9,44.52,6.61,0.18,46.17,40.28,1
87.99,41.06,7.79,3.39,65.23,43.49,1
57.23,44.43,0.95,4.45,71.67,40.66,1
66.12,58.46,4.95,0.95,63.98,40.98,1
54.28,10.65,0.99,0.7,61.9,29.68,0
81.19,48.51,14.65,2.26,52.05,55.44,2
78.74,57.0,5.62,2.43,65.47,45.99,1
75.87,38.59,0.5,3.03,49.49,41.65,1
78.1,40.41,1.04,3.55,74.07,31.78,0
69.23,40.99,5.45,0.63,19.68,35.23,0
64.44,40.42,3.24,2.32,87.17,44.17,1
78.23,50.12,6.66,0.29,33.77,39.76,1
60.78,52.58,1.65,1.43,38.65,44.2,1
85.93,7.99,5.36,1.9,68.18,29.01,0
88.15,63.06,0.97,0.35,70.8,34.55,0
78.62,44.2,3.92,0.16,100.0,32.78,0
73.12,88.66,15.83,0.43,65.93,60.05,2
45.56,26.17,4.95,1.09,59.19,47.13,1
48.63,32.65,0.26,4.38,63.83,43.12,1
74.0,45.94,22.44,1.52,91.81,72.1,2
67.58,58.26,0.85,2.76,100.0,37.98,1
89.18,10.98,6.33,0.38,56.3,24.3,0
90.03,33.42,3.8,0.22,70.86,19.47,0
96.83,61.83,1.74,0.55,58.51,15.56,0
92.76,31.04,0.98,0.75,58.11,25.03,0
76.09,77.4,0.98,1.59,97.58,37.49,0
79.25,40.92,9.77,4.26,41.49,57.2,2
71.5,32.01,10.31,1.11,13.31,40.37,1
94.99,62.2,3.13,1.46,66.35,25.84,0
78.97,82.15,0.55,0.01,84.02,33.29,0
63.12,58.33,10.78,0.07,64.4,58.03,2
94.11,75.21,3.34,0.17,70.04,31.73,0
85.08,83.53,2.89,2.4,75.05,46.14,1
88.42,31.56,2.62,1.33,62.22,21.0,0
57.85,68.77,2.27,0.43,71.13,41.13,1
69.69,19.53,3.73,1.8,70.79,28.53,0
82.56,58.5,4.64,1.57,20.83,52.52,2
30.64,48.57,3.14,0.19,62.28,42.97,1
61.57,74.86,11.35,2.05,28.54,75.06,2
81.44,73.45,1.91,2.91,59.24,40.7,1
54.68,61.4,4.32,0.68,50.09,41.74,1
84.8,55.97,1.78,2.33,80.68,25.73,0
86.08,60.17,7.0,0.45,64.89,34.74,0
83.06,51.24,0.54,2.83,69.46,33.73,0
83.49,48.78,1.05,4.86,56.17,36.57,0
73.56,78.85,8.08,1.17,81.04,42.36,1
85.54,81.26,1.01,0.56,28.05,46.41,1
48.91,47.17,4.91,1.02,42.09,32.56,0
76.58,54.75,17.57,0.58,85.73,49.22,2
64.16,51.63,3.7,0.0,51.29,32.29,0
52.61,17.77,1.04,2.1,17.08,37.71,0
37.54,43.27,1.93,0.09,89.05,36.08,0
49.69,81.99,8.67,0.47,81.54,52.44,2
45.4,35.0,2.17,2.56,74.22,38.47,1
77.18,92.29,6.43,2.19,61.89,58.61,2
71.05,73.44,7.51,0.15,93.21,39.98,1
90.35,58.03,3.48,2.16,85.17,40.01,1
73.56,61.22,7.64,5.34,90.96,53.41,2
85.57,31.66,1.91,0.15,73.91,15.87,0
61.95,44.7,3.63,1.07,62.46,47.9,2
85.3,78.83,5.8,2.61,52.02,50.34,2
73.91,37.71,0.92,2.2,34.62,46.58,1
62.61,71.22,1.6,0.51,70.04,37.37,0
85.51,22.46,5.28,0.36,71.71,25.79,0
65.34,26.04,5.33,3.07,53.0,44.12,1
84.29,88.03,3.4,6.26,72.27,52.17,2
55.87,49.76,7.94,2.92,53.36,60.57,2
95.14,39.23,3.29,6.6,77.35,46.9,1
49.68,77.25,10.66,1.86,42.36,55.1,2
56.84,74.92,6.66,5.29,38.9,71.19,2
62.18,68.42,1.89,2.35,55.19,41.64,1
28.01,38.6,2.51,4.79,76.58,38.72,1
88.04,44.26,5.51,0.35,36.82,39.02,1
59.95,56.23,11.24,3.38,80.99,57.79,2
38.22,63.89,0.98,0.44,27.15,55.05,2
49.59,39.83,3.61,0.06,55.07,41.48,1
64.74,53.41,0.63,1.46,31.74,46.55,1
84.6,55.35,1.64,0.77,7.8,38.26,1
84.09,75.74,5.79,0.09,67.33,40.47,1
58.71,65.09,0.4,7.85,56.44,61.11,2
68.28,19.86,5.43,2.2,32.06,48.47,2
85.99,45.73,11.55,4.64,49.67,54.86,2
83.32,31.42,17.43,10.0,68.84,69.17,2
76.63,61.36,1.22,1.0,52.64,35.87,0
78.23,68.46,6.91,0.59,56.03,38.31,1
74.54,52.03,13.04,0.41,52.03,54.67,2
74.18,44.64,0.48,1.45,48.35,26.29,0
89.36,51.38,2.67,1.86,48.09,37.04,0
95.44,54.18,12.59,1.28,47.51,47.92,2
81.33,37.2,1.13,0.98,44.94,22.31,0
61.8,25.63,13.57,0.37,39.65,43.75,1
74.95,9.0,3.75,1.17,52.41,23.55,0
58.0,75.34,0.53,0.18,47.2,41.51,1
63.46,59.93,2.99,4.01,38.57,60.13,2
79.1,57.25,1.97,0.1,75.32,28.17,0
77.43,75.3,1.66,0.96,84.65,36.28,0
91.96,24.89,3.9,0.21,60.0,29.34,0
90.14,15.29,3.3,2.98,61.33,32.29,0
95.01,57.68,3.29,0.75,46.15,33.46,0
64.14,55.87,0.46,0.24,81.34,26.22,0
78.02,15.37,8.11,1.52,94.76,29.93,0
90.73,57.19,3.28,4.96,56.72,39.63,1
87.8,42.0,8.6,4.79,49.57,58.18,2
81.86,33.86,8.7,0.57,66.83,39.37,1
59.17,43.33,1.91,2.54,62.58,40.83,1
82.69,1.17,0.02,0.06,50.0,18.24,0
60.26,38.17,12.11,0.28,69.42,47.34,2
85.65,35.91,7.15,1.38,78.76,29.87,0
67.14,61.14,0.57,0.52,44.28,40.93,1
43.57,46.84,6.05,3.2,100.0,44.5,1
84.49,62.78,0.1,5.35,29.34,57.69,2
54.38,0.0,0.14,0.01,42.97,21.86,0
95.24,33.22,3.73,0.53,64.68,26.26,0
65.89,61.12,0.5,1.16,100.0,25.25,0
72.62,43.82,16.67,1.66,48.75,54.6,2
88.28,66.91,11.21,4.95,38.69,52.77,2
58.28,13.91,5.25,4.45,70.98,42.85,1
45.6,64.62,0.33,2.03,55.03,44.37,1
81.77,37.22,1.96,0.6,73.31,29.96,0
81.11,35.28,2.32,3.06,58.58,35.97,0
39.42,69.82,3.28,0.45,42.86,53.85,2
73.56,73.24,0.93,6.71,100.0,37.36,0
58.97,70.69,4.31,0.01,0.91,59.22,2
76.14,90.77,2.86,1.69,96.4,35.77,0
90.04,75.34,14.72,0.19,78.67,41.46,1
78.92,34.09,13.76,1.05,45.09,51.24,2
87.55,52.83,4.17,2.02,97.45,22.45,0
68.05,42.8,5.17,2.34,32.57,36.92,0
50.46,90.58,0.74,3.08,80.16,56.77,2
68.85,72.1,1.26,1.8,18.35,47.29,2
84.05,46.22,11.55,0.58,37.08,38.97,1
68.73,67.56,6.01,4.4,37.03,54.06,2
63.9,25.36,1.05,3.33,44.99,34.48,0
25.68,55.01,4.22,0.35,60.23,56.93,2
60.02,31.24,13.65,3.5,43.48,52.02,2
48.0,16.23,2.12,7.2,19.27,50.28,2
94.12,65.69,1.03,2.03,69.27,35.85,0
92.74,68.17,14.24,0.66,60.98,47.79,2
83.43,59.14,3.09,1.87,68.18,36.56,0
62.04,46.34,2.7,0.84,63.44,33.98,0
86.65,24.67,1.56,2.25,79.08,32.43,0
89.0,26.77,11.11,1.57,58.49,32.44,0
67.79,30.61,9.34,5.3,80.25,49.95,2
69.23,45.33,2.58,1.92,44.49,47.86,2
67.21,71.52,0.16,0.48,45.63,38.15,1
66.67,71.21,2.96,2.58,87.52,37.42,0
56.27,17.03,1.0,0.72,87.11,27.07,0
73.47,36.14,0.77,0.64,71.47,30.46,0
67.02,35.6,2.5,0.99,42.22,32.58,0
79.76,0.0,0.52,0.02,40.61,26.1,0
77.25,61.32,15.79,6.96,86.56,66.17,2
66.94,45.08,0.24,1.52,85.45,30.81,0
68.03,47.74,2.57,2.97,58.73,48.5,2
80.79,76.92,0.89,0.6,100.0,31.66,0
58.54,51.77,5.84,2.75,69.18,47.16,1
89.54,41.39,0.41,1.67,37.86,27.36,0
81.6,61.44,3.96,1.1,54.49,52.22,2
83.37,71.18,7.42,7.06,60.11,55.59,2
